asset_id,asset_name,asset_category,damage_score,damage_type,asset_age_years,expected_lifespan_years,usage_count,estimated_repair_cost_etb,current_market_price_etb,repair_cost_ratio,age_damage_product,remaining_life_score,price_delta_pct,decision
390,BenQ MH733 S/N-1390,Projector,0.3974,3,10.78,8,405,15770.71,63091.64,0.249965,4.283972,0.0,75.003487,1
391,Sony VPL-DX221 #391,Projector,0.9323,3,2.19,8,498,4183.23,38579.43,0.108432,2.041737,0.72625,89.156838,1
392,ViewSonic PA503W Rev.5,Projector,0.6207,0,10.02,8,681,10991.64,56823.23,0.193436,6.219414,0.0,80.656432,1
393,Canon LV-X320,Projector,0.7278,3,1.86,8,586,13015.98,38807.05,0.335402,1.353708,0.7675,66.459754,1
394,Epson PowerLite 118 #394,Projector,0.6186,1,9.15,8,106,7091.47,33193.68,0.213639,5.66019,0.0,78.636084,0
395,Sony VPL-DX221 Rev.8,Projector,0.3472,1,4.21,8,90,3244.91,39902.58,0.081321,1.461712,0.47375,91.867919,0
396,Epson EB-X41,Projector,0.3759,3,7.92,8,737,5354.95,25512.8,0.209893,2.977128,0.01,79.010732,1
397,Sony VPL-DX221 Rev.1,Projector,0.8726,1,10.87,8,387,13721.35,42367.17,0.323868,9.485162,0.0,67.613249,1
398,Epson PowerLite 118,Projector,0.6554,1,9.75,8,166,9671.83,29564.29,0.327146,6.39015,0.0,67.285431,1
399,ViewSonic PA503W Rev.3,Projector,0.2928,0,0.71,8,350,2534.6,60963.76,0.041576,0.207888,0.91125,95.842448,0
400,Epson PowerLite 118,Projector,0.9596,0,10.58,8,628,3200.04,32240.7,0.099255,10.152568,0.0,90.074533,1
401,Epson EB-2250U #401,Projector,0.4538,0,7.0,8,339,12458.16,44409.55,0.280529,3.1766,0.125,71.947115,0
402,Epson EB-2250U,Projector,0.5523,1,10.4,8,304,10865.8,43417.59,0.250263,5.74392,0.0,74.973738,1
403,BenQ MH733 S/N-1403,Projector,0.1928,0,9.49,8,437,11148.32,27233.59,0.409359,1.829672,0.0,59.064082,1
404,Optoma X341,Projector,0.1402,0,5.64,8,653,12001.46,62075.38,0.193337,0.790728,0.295,80.666312,0
405,BenQ MH733 Rev.0,Projector,0.488,3,8.9,8,271,3848.14,46310.68,0.083094,4.3432,0.0,91.690599,0
406,Optoma X341 #406,Projector,0.4646,0,4.45,8,476,16167.88,33319.65,0.485236,2.06747,0.44375,51.476441,0
407,Sony VPL-DX221 Rev.2,Projector,0.6977,0,2.12,8,684,11027.95,62668.54,0.175973,1.479124,0.735,82.402733,0
408,Epson PowerLite 118 #408,Projector,0.8319,3,6.42,8,428,11435.62,68681.75,0.166502,5.340798,0.1975,83.349842,0
409,ViewSonic PA503W,Projector,0.7143,1,10.16,8,529,3263.28,46431.8,0.070281,7.257288,0.0,92.971886,0
410,ViewSonic PA503W,Projector,0.2055,0,10.65,8,197,9184.64,67716.47,0.135634,2.188575,0.0,86.436623,1
411,Optoma X341 S/N-1411,Projector,0.9775,1,5.16,8,609,17812.48,44051.87,0.404352,5.0439,0.355,59.564759,1
412,Optoma X341 Rev.7,Projector,0.4109,0,1.22,8,333,16626.78,65986.2,0.251974,0.501298,0.8475,74.802641,0
413,Canon LV-X320 #413,Projector,0.5964,3,7.99,8,115,2197.82,66272.29,0.033163,4.765236,0.00125,96.683652,1
414,BenQ MH733 S/N-1414,Projector,0.9239,3,8.61,8,576,11406.95,31668.99,0.360193,7.954779,0.0,63.980695,0
415,Epson PowerLite 118,Projector,0.2956,1,9.89,8,585,16082.17,64036.39,0.251141,2.923484,0.0,74.885889,1
416,Sony VPL-DX221 #416,Projector,0.6832,1,7.12,8,405,8447.58,32748.99,0.257949,4.864384,0.11,74.205067,1
417,Optoma X341 S/N-1417,Projector,0.3964,0,3.37,8,310,9603.49,27218.09,0.352835,1.335868,0.57875,64.716518,0
418,Epson PowerLite 118 S/N-1418,Projector,0.9544,0,7.83,8,307,15731.76,62928.1,0.249996,7.472952,0.02125,75.000421,1
419,Epson PowerLite 118 S/N-1419,Projector,0.2248,0,7.41,8,416,8668.36,37123.9,0.233498,1.665768,0.07375,76.65019,1
420,Epson EB-X41 #420,Projector,0.3393,1,2.2,8,138,10244.32,61945.78,0.165376,0.74646,0.725,83.462441,0
421,Epson EB-2250U S/N-1421,Projector,0.282,1,9.46,8,369,15326.88,33674.36,0.45515,2.66772,0.0,54.485015,1
422,Sony VPL-DX221 Rev.8,Projector,0.9085,1,4.75,8,247,9427.5,41575.84,0.226754,4.315375,0.40625,77.324571,0
423,Optoma X341,Projector,0.5958,0,9.81,8,167,4841.34,51731.96,0.093585,5.844798,0.0,90.641491,0
424,Epson EB-2250U #424,Projector,0.5822,3,2.24,8,226,8185.05,37828.12,0.216375,1.304128,0.72,78.362525,0
425,Epson PowerLite 118 #425,Projector,0.7757,3,0.71,8,9,8552.12,37108.76,0.230461,0.550747,0.91125,76.953905,1
426,Optoma X341 Rev.3,Projector,0.2847,3,0.59,8,312,11618.27,54131.72,0.21463,0.167973,0.92625,78.537039,0
427,Canon LV-X320,Projector,0.2529,0,5.41,8,533,15625.38,65296.73,0.239298,1.368189,0.32375,76.070195,0
428,Optoma X341 S/N-1428,Projector,0.8306,1,10.84,8,608,17990.87,25330.64,0.710241,9.003704,0.0,28.975857,1
429,Optoma X341 S/N-1429,Projector,0.3071,0,4.1,8,283,9707.81,55798.59,0.173979,1.25911,0.4875,82.602051,0
430,Canon LV-X320 S/N-1430,Projector,0.1028,3,3.07,8,614,10276.7,33476.2,0.306985,0.315596,0.61625,69.301474,0
431,Canon LV-X320 Rev.8,Projector,0.9776,0,7.51,8,428,13540.53,55634.01,0.243386,7.341776,0.06125,75.661416,1
432,Epson EB-2250U Rev.0,Projector,0.8089,0,11.14,8,730,11328.38,58152.94,0.194803,9.011146,0.0,80.519678,0
433,ViewSonic PA503W S/N-1433,Projector,0.8362,3,5.93,8,571,12749.9,65793.69,0.193786,4.958666,0.25875,80.621394,0
434,Sony VPL-DX221,Projector,0.8018,3,3.27,8,187,4047.11,29392.14,0.137694,2.621886,0.59125,86.230639,0
435,Optoma X341 S/N-1435,Projector,0.441,3,9.82,8,380,5573.25,35001.41,0.159229,4.33062,0.0,84.07707,1
436,BenQ MH733 Rev.4,Projector,0.64,1,1.07,8,635,3884.5,45869.23,0.084686,0.6848,0.86625,91.53136,0
437,ViewSonic PA503W #437,Projector,0.405,0,9.78,8,55,10007.64,65024.17,0.153906,3.9609,0.0,84.609354,1
438,Sony VPL-DX221 #438,Projector,0.8803,3,11.06,8,146,7482.72,69655.65,0.107424,9.736118,0.0,89.257555,0
439,Epson PowerLite 118 S/N-1439,Projector,0.2144,1,7.25,8,4,9801.29,60052.35,0.163212,1.5544,0.09375,83.678757,0
440,BenQ MH733 #440,Projector,0.1973,3,6.67,8,798,14376.68,34422.21,0.417657,1.315991,0.16625,58.234291,0
441,Epson EB-2250U S/N-1441,Projector,0.9478,0,4.82,8,38,12135.8,52651.59,0.230493,4.568396,0.3975,76.950744,0
442,Epson EB-2250U #442,Projector,0.5439,0,8.6,8,4,16272.1,67753.09,0.240168,4.67754,0.0,75.983236,1
443,BenQ MH733,Projector,0.4067,1,1.88,8,171,7509.6,56208.61,0.133602,0.764596,0.765,86.639769,0
444,ViewSonic PA503W S/N-1444,Projector,0.6046,0,8.29,8,703,6653.24,38419.1,0.173175,5.012134,0.0,82.682468,1
445,Epson EB-X41 #445,Projector,0.2033,3,8.53,8,413,9842.86,69826.25,0.140962,1.734149,0.0,85.903783,1
446,Sony VPL-DX221,Projector,0.0704,1,2.76,8,126,17758.07,35094.46,0.506008,0.194304,0.655,49.399221,0
447,BenQ MH733,Projector,0.6295,1,8.75,8,49,12245.14,41883.66,0.292361,5.508125,0.0,70.763921,1
448,ViewSonic PA503W #448,Projector,0.1649,0,5.25,8,718,3852.64,27170.58,0.141795,0.865725,0.34375,85.820546,0
449,ViewSonic PA503W Rev.8,Projector,0.6653,1,3.72,8,276,12084.98,56283.64,0.214716,2.474916,0.535,78.528432,1
450,Epson PowerLite 118 #450,Projector,0.1595,0,8.19,8,108,3678.63,62379.37,0.058972,1.306305,0.0,94.10281,1
451,Optoma X341 #451,Projector,0.955,0,9.4,8,419,14447.34,52405.08,0.275686,8.977,0.0,72.431413,1
452,Epson EB-X41,Projector,0.9178,0,2.72,8,2,9941.68,26773.26,0.371329,2.496416,0.66,62.867129,1
453,BenQ MH733,Projector,0.1887,0,7.66,8,523,15363.71,65809.6,0.233457,1.445442,0.0425,76.654303,0
454,BenQ MH733 #454,Projector,0.9589,0,5.39,8,51,12309.39,65715.07,0.187315,5.168471,0.32625,81.268543,0
455,BenQ MH733,Projector,0.6794,1,4.35,8,118,15635.98,64336.32,0.243035,2.95539,0.45625,75.696496,1
456,Optoma X341,Projector,0.3557,3,7.43,8,636,4214.31,25435.25,0.165688,2.642851,0.07125,83.431222,0
457,Epson PowerLite 118 Rev.7,Projector,0.4222,1,1.72,8,394,7483.56,41768.0,0.17917,0.726184,0.785,82.08303,0
458,BenQ MH733 Rev.8,Projector,0.6974,0,1.71,8,163,14750.55,54198.09,0.27216,1.192554,0.78625,72.784004,0
459,Sony VPL-DX221,Projector,0.4575,1,6.59,8,797,9722.8,66005.2,0.147304,3.014925,0.17625,85.269645,0
460,BenQ MH733 Rev.1,Projector,0.8793,1,8.28,8,499,16079.2,63815.91,0.251962,7.280604,0.0,74.803775,1
461,Epson EB-2250U S/N-1461,Projector,0.0615,3,7.51,8,537,3013.38,44830.95,0.067217,0.461865,0.06125,93.278349,0
462,Sony VPL-DX221 Rev.3,Projector,0.4525,3,7.12,8,493,13011.87,48359.49,0.269065,3.2218,0.11,73.093451,0
463,Epson PowerLite 118 Rev.4,Projector,0.62,0,10.05,8,160,15223.01,31689.45,0.480381,6.231,0.0,51.961899,1
464,Epson EB-2250U Rev.5,Projector,0.274,3,5.76,8,51,3197.84,64123.7,0.04987,1.57824,0.28,95.013014,0
465,Epson PowerLite 118 S/N-1465,Projector,0.7952,1,5.41,8,510,5760.0,43147.46,0.133496,4.302032,0.32375,86.650431,1
466,Epson EB-X41,Projector,0.1455,1,7.49,8,570,9957.97,30341.81,0.328193,1.089795,0.06375,67.180699,1
467,Epson PowerLite 118 S/N-1467,Projector,0.8778,1,7.32,8,670,17410.74,60630.25,0.287163,6.425496,0.085,71.28374,0
468,Epson PowerLite 118 S/N-1468,Projector,0.4726,1,2.89,8,634,2868.4,41350.41,0.069368,1.365814,0.63875,93.063188,0
469,Optoma X341 S/N-1469,Projector,0.2562,0,8.62,8,648,3824.37,57216.11,0.066841,2.208444,0.0,93.315921,1
470,Canon LV-X320,Projector,0.1806,3,2.26,8,738,2732.45,56594.32,0.048281,0.408156,0.7175,95.171865,0
471,Epson EB-2250U S/N-1471,Projector,0.8425,0,1.79,8,800,5134.74,36443.02,0.140898,1.508075,0.77625,85.910224,0
472,Epson PowerLite 118 Rev.4,Projector,0.8288,1,10.41,8,790,8631.53,29849.46,0.289169,8.627808,0.0,71.083128,1
473,Canon LV-X320 Rev.5,Projector,0.5139,1,1.94,8,49,17299.05,54630.55,0.316655,0.996966,0.7575,68.334476,0
474,BenQ MH733 Rev.6,Projector,0.6934,0,10.24,8,131,14497.3,66596.69,0.217688,7.100416,0.0,78.2312,1
475,Epson EB-2250U S/N-1475,Projector,0.8697,1,3.94,8,623,11698.57,54588.48,0.214305,3.426618,0.5075,78.569526,1
476,Optoma X341 S/N-1476,Projector,0.7985,0,3.65,8,616,7485.74,42904.15,0.174476,2.914525,0.54375,82.55241,0
477,Sony VPL-DX221 #477,Projector,0.2368,1,7.27,8,297,16968.19,57034.35,0.297508,1.721536,0.09125,70.249174,0
478,BenQ MH733 S/N-1478,Projector,0.5186,1,10.75,8,330,12401.38,69160.1,0.179314,5.57495,0.0,82.068592,1
479,Optoma X341 Rev.2,Projector,0.7104,1,10.59,8,546,11324.9,50302.61,0.225135,7.523136,0.0,77.486456,1
480,Optoma X341 #480,Projector,0.1852,1,0.77,8,204,10363.68,61373.72,0.168862,0.142604,0.90375,83.113815,0
481,Epson EB-X41 S/N-1481,Projector,0.1077,3,2.07,8,208,12934.25,69258.96,0.186752,0.222939,0.74125,81.324799,0
482,Canon LV-X320 #482,Projector,0.7377,3,9.79,8,760,3639.68,61631.18,0.059056,7.222083,0.0,94.094418,1
483,Canon LV-X320 Rev.6,Projector,0.6944,0,7.95,8,390,14749.34,47991.5,0.307332,5.52048,0.00625,69.266766,1
484,Epson EB-2250U Rev.7,Projector,0.5635,0,3.85,8,257,17613.16,68051.59,0.258821,2.169475,0.51875,74.11793,0
485,Epson EB-2250U #485,Projector,0.6523,3,8.04,8,559,16583.78,62349.26,0.265982,5.244492,0.0,73.401801,0
486,BenQ MH733 Rev.0,Projector,0.2239,0,7.8,8,526,4838.81,38238.0,0.126545,1.74642,0.025,87.345546,1
487,Sony VPL-DX221 Rev.1,Projector,0.1997,3,3.33,8,5,6465.8,26828.54,0.241005,0.665001,0.58375,75.899546,0
488,Optoma X341 Rev.2,Projector,0.35,0,2.14,8,640,4476.89,56936.02,0.07863,0.749,0.7325,92.136981,0
489,BenQ MH733 #489,Projector,0.7081,1,1.28,8,188,10802.56,60545.87,0.178419,0.906368,0.84,82.158056,1
490,Sony VPL-DX221 S/N-1490,Projector,0.2557,0,1.48,8,339,10592.58,43716.91,0.242299,0.378436,0.815,75.770062,0
491,Epson EB-X41,Projector,0.4916,1,7.12,8,770,17204.93,38210.85,0.450263,3.500192,0.11,54.973705,0
492,Sony VPL-DX221 Rev.6,Projector,0.6207,1,10.18,8,40,9130.68,55102.23,0.165704,6.318726,0.0,83.429564,1
493,Sony VPL-DX221 Rev.7,Projector,0.5524,0,4.63,8,529,17119.8,66216.96,0.258541,2.557612,0.42125,74.145899,0
494,ViewSonic PA503W,Projector,0.3479,0,7.47,8,98,6742.94,46906.21,0.143754,2.598813,0.06625,85.624633,1
495,Epson EB-2250U Rev.0,Projector,0.2483,1,7.24,8,106,5372.5,53211.99,0.100964,1.797692,0.095,89.903591,1
496,Epson EB-X41,Projector,0.193,1,8.49,8,339,17036.02,54095.25,0.314926,1.63857,0.0,68.507364,0
497,Canon LV-X320 Rev.2,Projector,0.1155,3,3.2,8,264,4847.87,28296.16,0.171326,0.3696,0.6,82.867393,0
498,BenQ MH733,Projector,0.4122,0,3.89,8,6,8471.17,45300.65,0.186999,1.603458,0.51375,81.300114,0
499,BenQ MH733 S/N-1499,Projector,0.1487,3,10.43,8,308,3161.43,56539.69,0.055915,1.550941,0.0,94.408477,1
500,Epson EB-2250U #500,Projector,0.6645,1,4.73,8,546,9002.82,59437.34,0.151467,3.143085,0.40875,84.853259,0
501,Sony VPL-DX221,Projector,0.3243,1,9.59,8,305,14748.33,58603.93,0.251661,3.110037,0.0,74.833889,1
502,BenQ MH733 S/N-1502,Projector,0.0547,1,1.82,8,550,10881.12,49908.59,0.218021,0.099554,0.7725,78.197901,0
503,ViewSonic PA503W #503,Projector,0.2469,3,8.27,8,524,13862.89,34452.38,0.402378,2.041863,0.0,59.76217,1
504,Epson EB-X41 Rev.0,Projector,0.1566,1,3.2,8,580,11870.16,33279.67,0.356679,0.50112,0.6,64.332098,0
505,Epson PowerLite 118 S/N-1505,Projector,0.2831,0,7.69,8,594,3170.31,54010.35,0.058698,2.177039,0.03875,94.130181,1
506,Sony VPL-DX221 Rev.2,Projector,0.3152,0,3.01,8,198,12740.73,41071.23,0.310211,0.948752,0.62375,68.978942,0
507,Sony VPL-DX221 Rev.3,Projector,0.5933,1,3.77,8,373,11861.48,45279.07,0.261964,2.236741,0.52875,73.803614,0
508,Sony VPL-DX221 #508,Projector,0.7123,1,8.91,8,283,7011.44,32588.78,0.215149,6.346593,0.0,78.485111,1
509,BenQ MH733 #509,Projector,0.4642,3,5.64,8,498,7305.01,55581.11,0.13143,2.618088,0.295,86.857028,0
510,Optoma X341,Projector,0.8186,3,3.5,8,201,3311.58,54049.82,0.061269,2.8651,0.5625,93.873097,0
511,Canon LV-X320 #511,Projector,0.6374,3,9.59,8,592,16273.68,57734.14,0.281873,6.112666,0.0,71.812726,1
512,ViewSonic PA503W S/N-1512,Projector,0.9788,1,6.32,8,793,10825.5,65783.66,0.164562,6.186016,0.21,83.543786,1
513,BenQ MH733 Rev.0,Projector,0.8472,0,6.81,8,513,16263.0,42662.43,0.381202,5.769432,0.14875,61.879809,0
514,ViewSonic PA503W #514,Projector,0.9465,3,3.06,8,700,2169.47,41373.95,0.052436,2.89629,0.6175,94.756435,1
515,Epson PowerLite 118 S/N-1515,Projector,0.6633,3,10.65,8,753,4866.32,45079.92,0.107949,7.064145,0.0,89.205127,1
516,Epson EB-2250U S/N-1516,Projector,0.2959,0,2.98,8,684,14183.56,26818.89,0.528865,0.881782,0.6275,47.113546,0
517,Optoma X341 S/N-1517,Projector,0.0871,1,9.93,8,105,16686.43,42464.19,0.392953,0.864903,0.0,60.704702,1
518,Optoma X341 Rev.5,Projector,0.402,1,4.53,8,79,11122.56,51038.41,0.217925,1.82106,0.43375,78.207472,0
519,Epson EB-X41 #519,Projector,0.81,0,4.84,8,493,5566.39,68770.33,0.080942,3.9204,0.395,91.905826,0
520,Sony VPL-DX221,Projector,0.3112,0,6.01,8,161,5679.85,44795.44,0.126795,1.870312,0.24875,87.320473,0
521,Epson EB-2250U #521,Projector,0.1554,1,4.03,8,490,8633.82,54749.93,0.157696,0.626262,0.49625,84.230446,0
522,Epson EB-X41 #522,Projector,0.1689,1,3.11,8,137,8574.39,54126.67,0.158413,0.525279,0.61125,84.15866,0
523,Epson EB-X41 S/N-1523,Projector,0.9412,1,2.43,8,577,6132.15,27516.04,0.222857,2.287116,0.69625,77.714271,1
524,Canon LV-X320 #524,Projector,0.4884,1,6.99,8,224,5465.49,67626.42,0.080819,3.413916,0.12625,91.918114,0
525,Sony VPL-DX221 Rev.3,Projector,0.6635,0,2.45,8,741,15127.25,60757.72,0.248977,1.625575,0.69375,75.102341,0
526,Canon LV-X320 #526,Projector,0.173,0,4.55,8,535,3101.49,51844.0,0.059824,0.78715,0.43125,94.017649,0
527,BenQ MH733,Projector,0.6078,3,10.15,8,544,4838.75,52248.0,0.092611,6.16917,0.0,90.73888,1
528,Canon LV-X320 Rev.6,Projector,0.8196,3,6.96,8,793,4085.26,46700.84,0.087477,5.704416,0.13,91.252277,0
529,Canon LV-X320 S/N-1529,Projector,0.2634,3,6.17,8,787,2695.01,41666.99,0.06468,1.625178,0.22875,93.532026,0
530,Optoma X341 Rev.8,Projector,0.6979,0,8.65,8,137,13862.3,51507.16,0.269133,6.036835,0.0,73.086654,1
531,Epson EB-2250U,Projector,0.6064,1,1.4,8,263,16561.37,59463.65,0.278513,0.84896,0.825,72.14875,0
532,Epson EB-2250U S/N-1532,Projector,0.1596,0,6.68,8,670,14630.76,56911.7,0.257078,1.066128,0.165,74.292175,0
533,Canon LV-X320 S/N-1533,Projector,0.5944,0,5.06,8,548,3705.33,43398.03,0.08538,3.007664,0.3675,91.461986,0
534,Epson PowerLite 118 #534,Projector,0.2394,1,4.75,8,570,17868.78,52534.63,0.340133,1.13715,0.40625,65.986664,0
535,Canon LV-X320 #535,Projector,0.3352,0,3.22,8,722,10878.58,41659.58,0.26113,1.079344,0.5975,73.886967,1
536,BenQ MH733 #536,Projector,0.4653,1,8.5,8,165,12548.53,63474.95,0.197693,3.95505,0.0,80.230737,1
537,ViewSonic PA503W Rev.6,Projector,0.621,1,9.07,8,53,14577.3,47875.46,0.304484,5.63247,0.0,69.551624,1
538,BenQ MH733,Projector,0.1852,3,1.47,8,445,2084.65,68405.66,0.030475,0.272244,0.81625,96.952518,0
539,Optoma X341,Projector,0.7238,3,7.02,8,410,7933.36,36839.14,0.215351,5.081076,0.1225,78.464861,0
540,Optoma X341 #540,Projector,0.4582,0,7.35,8,672,15123.66,67557.21,0.223864,3.36777,0.08125,77.613552,1
541,Sony VPL-DX221 #541,Projector,0.2655,0,6.02,8,36,11592.24,26512.42,0.437238,1.59831,0.2475,56.276191,0
542,Canon LV-X320 Rev.2,Projector,0.3066,0,1.43,8,685,17610.33,54475.86,0.323269,0.438438,0.82125,67.673149,0
543,Sony VPL-DX221 S/N-1543,Projector,0.1138,0,8.39,8,291,10283.88,51373.61,0.200178,0.954782,0.0,79.982174,1
544,Epson EB-X41 S/N-1544,Projector,0.2309,3,6.99,8,588,6424.13,68347.94,0.093992,1.613991,0.12625,90.600843,0
545,Optoma X341 S/N-1545,Projector,0.5179,0,6.48,8,119,10099.81,32876.57,0.307204,3.355992,0.19,69.279612,0
546,Epson PowerLite 118 Rev.6,Projector,0.7661,3,6.53,8,794,17456.89,56238.63,0.310407,5.002633,0.18375,68.959255,0
547,Epson EB-2250U S/N-1547,Projector,0.2898,0,5.66,8,225,15792.37,65343.57,0.241682,1.640268,0.2925,75.831792,1
548,BenQ MH733 Rev.8,Projector,0.7018,0,6.23,8,294,7649.54,43559.17,0.175613,4.372214,0.22125,82.438738,0
549,Epson EB-2250U S/N-1549,Projector,0.9162,1,1.31,8,362,15137.2,55316.41,0.273648,1.200222,0.83625,72.635245,1
550,Epson EB-2250U S/N-1550,Projector,0.2269,3,10.45,8,240,13938.5,33225.3,0.419515,2.371105,0.0,58.048535,1
551,BenQ MH733,Projector,0.6253,0,3.17,8,109,5244.26,34305.04,0.152871,1.982201,0.60375,84.712859,0
552,Epson PowerLite 118 S/N-1552,Projector,0.7607,1,7.07,8,43,12614.79,55411.55,0.227656,5.378149,0.11625,77.234367,1
553,ViewSonic PA503W S/N-1553,Projector,0.8842,3,11.04,8,502,9877.45,52930.04,0.186613,9.761568,0.0,81.338669,1
554,Epson EB-X41 S/N-1554,Projector,0.5389,1,1.87,8,553,14002.71,42904.58,0.326369,1.007743,0.76625,67.363135,0
555,Sony VPL-DX221,Projector,0.9582,1,2.37,8,471,12981.42,42717.26,0.303892,2.270934,0.70375,69.610832,0
556,ViewSonic PA503W S/N-1556,Projector,0.3527,1,6.72,8,265,5372.04,25531.9,0.210405,2.370144,0.16,78.959498,0
557,Canon LV-X320 S/N-1557,Projector,0.3903,1,7.06,8,215,9541.53,35671.26,0.267485,2.755518,0.1175,73.251492,0
558,Epson EB-2250U,Projector,0.5814,3,5.32,8,702,8409.48,41428.51,0.202988,3.093048,0.335,79.701225,0
559,ViewSonic PA503W Rev.1,Projector,0.8464,0,6.44,8,756,14865.4,57436.7,0.258814,5.450816,0.195,74.118638,1
560,Sony VPL-DX221 Rev.2,Projector,0.9759,3,5.85,8,529,4825.72,61255.08,0.078781,5.709015,0.26875,92.121927,1
561,Epson EB-2250U S/N-1561,Projector,0.4205,1,6.58,8,61,10994.22,38501.54,0.285553,2.76689,0.1775,71.444727,0
562,Optoma X341 S/N-1562,Projector,0.3612,0,5.31,8,573,12077.8,46444.27,0.260049,1.917972,0.33625,73.99507,0
563,ViewSonic PA503W S/N-1563,Projector,0.9457,0,9.78,8,589,3939.8,25892.59,0.152159,9.248946,0.0,84.784064,0
564,Optoma X341 Rev.6,Projector,0.735,3,5.72,8,390,12771.09,40979.91,0.311643,4.2042,0.285,68.83573,0
565,Autoclave AC-50L,Laboratory Equipment,0.8012,0,2.76,10,646,15863.63,211610.93,0.074966,2.211312,0.724,92.503398,0
566,Autoclave AC-50L S/N-1566,Laboratory Equipment,0.6573,3,4.73,10,619,30771.91,78986.86,0.389583,3.109029,0.527,61.041735,0
567,Autoclave AC-50L #567,Laboratory Equipment,0.7455,1,13.17,10,461,63573.05,273046.03,0.232829,9.818235,0.0,76.717094,0
568,Centrifuge CF-16 #568,Laboratory Equipment,0.6657,3,10.32,10,717,6732.58,104132.69,0.064654,6.870024,0.0,93.534614,1
569,Autoclave AC-50L,Laboratory Equipment,0.8672,1,1.36,10,26,12725.7,100058.51,0.127183,1.179392,0.864,87.281741,1
570,Spectrophotometer SP-2100 S/N-1570,Laboratory Equipment,0.9164,0,1.64,10,234,51357.66,84942.82,0.604614,1.502896,0.836,39.538551,0
571,Hot Plate HP-320 Rev.4,Laboratory Equipment,0.2087,0,7.61,10,365,14480.88,166358.5,0.087046,1.588207,0.239,91.295377,0
572,Magnetic Stirrer MS-200 #572,Laboratory Equipment,0.5601,0,13.12,10,714,70317.37,172126.43,0.408522,7.348512,0.0,59.147837,1
573,Magnetic Stirrer MS-200 S/N-1573,Laboratory Equipment,0.8659,1,10.61,10,655,39240.76,201799.42,0.194454,9.187199,0.0,80.554572,1
574,pH Meter PH-700 #574,Laboratory Equipment,0.1333,0,3.57,10,422,41123.88,278141.56,0.147852,0.475881,0.643,85.214766,0
575,Magnetic Stirrer MS-200,Laboratory Equipment,0.8386,0,11.51,10,480,5006.93,132857.5,0.037686,9.652286,0.0,96.231353,0
576,Spectrophotometer SP-2100,Laboratory Equipment,0.3286,3,10.7,10,299,41894.87,225064.79,0.186146,3.51602,0.0,81.385418,1
577,Autoclave AC-50L Rev.1,Laboratory Equipment,0.4565,0,12.41,10,732,19142.82,191570.93,0.099925,5.665165,0.0,90.007451,0
578,pH Meter PH-700 S/N-1578,Laboratory Equipment,0.5304,3,8.94,10,627,10940.73,112942.18,0.09687,4.741776,0.106,90.312981,0
579,pH Meter PH-700,Laboratory Equipment,0.2248,0,4.13,10,139,44895.82,215629.69,0.208208,0.928424,0.587,79.179203,0
580,Microscope MS-450,Laboratory Equipment,0.6292,0,4.17,10,19,51329.71,212854.25,0.24115,2.623764,0.583,75.885043,0
581,Analytical Balance AX224 #581,Laboratory Equipment,0.3124,0,13.63,10,448,6659.82,292731.89,0.022751,4.258012,0.0,97.724942,0
582,Hot Plate HP-320 Rev.6,Laboratory Equipment,0.4408,3,3.43,10,510,6104.36,81647.28,0.074765,1.511944,0.657,92.523499,0
583,Autoclave AC-50L,Laboratory Equipment,0.748,0,1.58,10,272,7380.28,227264.35,0.032474,1.18184,0.842,96.752557,0
584,Centrifuge CF-16 #584,Laboratory Equipment,0.2826,0,12.59,10,12,18620.28,190366.07,0.097813,3.557934,0.0,90.218698,0
585,Centrifuge CF-16 #585,Laboratory Equipment,0.9749,0,3.84,10,752,78122.92,152351.5,0.512781,3.743616,0.616,48.721923,1
586,Magnetic Stirrer MS-200,Laboratory Equipment,0.3504,1,4.71,10,43,56108.17,173478.13,0.323431,1.650384,0.529,67.65692,0
587,Centrifuge CF-16 #587,Laboratory Equipment,0.8754,3,3.18,10,223,52889.0,120795.06,0.437841,2.783772,0.682,56.215925,0
588,Analytical Balance AX224,Laboratory Equipment,0.3068,0,2.76,10,248,29338.51,211898.15,0.138456,0.846768,0.724,86.154428,0
589,Microscope MS-450 Rev.4,Laboratory Equipment,0.1941,3,9.79,10,254,56806.36,199458.49,0.284803,1.900239,0.021,71.519708,1
590,Hot Plate HP-320 #590,Laboratory Equipment,0.9772,1,13.07,10,61,51398.36,81936.37,0.627296,12.772004,0.0,37.270397,0
591,Hot Plate HP-320 Rev.6,Laboratory Equipment,0.2664,3,2.2,10,660,64359.97,228318.75,0.281886,0.58608,0.78,71.811351,0
592,Water Bath WB-12 Rev.7,Laboratory Equipment,0.7237,0,5.6,10,40,6601.46,235965.32,0.027976,4.05272,0.44,97.20236,0
593,Water Bath WB-12 S/N-1593,Laboratory Equipment,0.577,1,7.12,10,331,45705.06,194165.95,0.235392,4.10824,0.288,76.460826,0
594,pH Meter PH-700 S/N-1594,Laboratory Equipment,0.1991,1,12.12,10,460,49901.0,268238.84,0.186032,2.413092,0.0,81.396803,0
595,Hot Plate HP-320 #595,Laboratory Equipment,0.5205,3,10.97,10,19,39055.92,189985.43,0.205573,5.709885,0.0,79.442676,1
596,Water Bath WB-12 #596,Laboratory Equipment,0.8117,0,13.56,10,699,9750.63,136966.58,0.07119,11.006652,0.0,92.881015,1
